Factual/False,content string
False,whoa now we getting therecannabis may stop coronavirus from infecting people study finds coronavirus
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,joe biden and the democrats want to prosecute americans for going to church but not for burning a church president trump said those claims do not align with statements from biden or other leading democrats
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,if we stopped testing right now wed have very few cases if any at all ptus wtf if i close my eyes the monsters wont get me
False,fact check doctors are not encouraged by hospitals and ama to overcount covid19 deaths lead stories via
False,weve tested more than every country combined not just trumps poor math skills or exaggerationbut lies he couldve just told truthcompared tests per 100k or per m of the populationwhich isnt bad compared to some better than others covidtesting
False,scary bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via the world needs one injection to be safe from bill gates one for him
False,joe biden and the democrats want to prosecute americans for going to church but not for burning a church trumprally2020 tulsarally
False,clearly the obama administration did not leave any kind of game plan for something like this moscow mitch lying his ass off on may 14 2020
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,lrt bruh if you dont test you dont have any cases trump said at a june 15 roundtable discussion at the white house if we stopped testing right now wed have very few cases if any he was always content w letting the virus wash over the country btw recorded fact
False,if we stopped testing right now wed have very few cases if any trump said its ok for kids to believe that squeezing your eyes shut means the monsters cant see you that wont work for a real monster that kills over 1000 americans every day
False,saw 2 teens riding bikes today with masks onthis is dangerous cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people
False,i bet you didnt know dr fauci sat on microsofts board of directors and that bill gates was his boss now did ya
False,corona virus claims a black belt chuck norris dead at 80 carlos ray chuck norris famous actor and fighter died yesterday afternoon at his home in northwood hills tx at the age of 80 commnet
False,cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people absolutely noevidencewhatsoever socialdistancing or wearing masks does any good
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,so what you share a page from the cdc an organization the shipped out tainted covid tests tests instructing people how to make wear cloth masks all it said is they reccomend the wearing of mask and mine said it does not recommend the wearing of masks the point is
False,ie you could not spread it before showing any symptoms the cdc just confirmed a 02 deathrate for covid19 for that we have added nearly 6 trillion to national debt laidoff or furloughed 50 million workers placed 60 million on food stamps
False,if we stopped testing right now wed have very few cases if any trump said on mondayman is a genius
False,media to on rising covid19 numbers tells reporters that if we stopped testing right now wed have very few cases if any but thats not true health experts say new cases are in part due to testing but also to spikes in infections
False,new post on lead stories fact check doctors are not encouraged by hospitals and ama to overcount covid19 deaths
False,if we stopped testing right now wed have very few cases if any orange man 2020 you cant make these things up
False,more funny math from 1 all nonus countries have done about 25 million tests 2 us about 59m though apr 28 3 trump weve tested more than every country combined
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people absolutely noevidencewhatsoever socialdistancing or wearing masks does any good
False,why is a health wellness pro wearing a mask cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people
False,free horses 52 thoroughbred horses need homes will go to sugarcreek this sat for slaughter gentleman died due to covid19 and his son wants nothing to do with them most broodmares are broke and some are in foal weanling yearlings 2 yrs and 3 yrs old most are gelded
False,cdc does not recommend wearing masks while driving particularly if driving alone
False,regarding the risks of coronavirus transmission on an airplane its as safe as an environment as youre going to find mostly false
False,trump weve tested more than every country combined factchecker nope thru apr 28 the us conducted 59m tests worldometer the next 5 countries russia germany italy spain and united arab emirates conducted 10 million tests as of that date
False,justsaynotobillgates someone has to bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,heres just a few gh mexico will pay for the wall the audience was the biggest ever but this crowd was massive look how far back it goes this crowd was massive weve tested more than every country combined
False,the mainstream media pretended there was a deadly surge in covid cases thanks to wisconsinites voting smartnews
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna wake up america
False,can you catch coronavirus in a swimming pooland does chlorine kill the virus heres what via
False,in the latest development in a dramatic saga about the origins of the novel coronavirus virologists around the globe have fiercely debunked yet another claim that the virus was manmade covid19 sarscov2
False,the article is complete bs they stopped the project lincoln video mourning in america from being shared on fb because the video said trump bailed out wall street but not main street truth and facts matter
False,vaccines are in direct violation of the nuremberg code a violation of article 6 of the unesco 2005 statement on bioethics and human rights article 6 section 1
False,can you catch coronavirus in a swimming pooland does chlorine kill the virus h
False,trump on coronavirus testing if we stopped testing right now wed have very few cases if any idiot
False,weve tested more than every country combined
False,cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people neurologist masks impair oxygen intake
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna coronavirus pittsburgh mlb nfl parent
False,you where made perfectly only satan wants to change you bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,outcome of autopsy will tell of he had an underlying medical ailment or not rip first volunteer in uk coronavirus vaccine trial has died
False,i bet you didnt know dr fauci sat on microsofts board of directors and that bill gates was his boss now did ya
False,cannabis may stop coronavirus from infecting people study finds
False,moronic quote of the week regarding covid19 if we stopped testing right now wed have very few cases if any good lord
False,cannabis may stop coronavirus from infecting people study finds
False,planned from the beginning only had to kill a couple hundred thousand i bet you didnt know dr fauci sat on microsofts board of directors and that bill gates was his boss now did ya
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,trump bailed out wall street but not main street
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,do you have questions about your little ones and wearing masks or face coverings the cdc does not recommend masks for children under age two you can find more faqs and tips for adults and children with masks here
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,if we stopped testing right now wed have very few cases if any donald trump africa is not alone in having dumb leaders
False,a state lawmaker says children dont seem to be getting this virus thats mostly false
False,24 the cdc just confirmed a 02 deathrate for covid19 for that the us added nearly 6 trillion to national debt laidoff or furloughed 50 million workers placed 60 million on food stamps gone from 35to 147 unemployment crippled the petroleum industry
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,its not just you that lies outright to america 3 days ago said in a very real sense oklahoma has flattened the curve the number of cases in oklahoma its declined precipitously the oklahoma dept of health disagrees youfucker
False,via
False,if we stopped testing right now wed have very few cases if any literal trump logic
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,whaaat peeps billgates was never elected he is not a dr his other vaccines have killed ppl i am not taking anything hes selling bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,0315 26 million americans are out of work the worst economy in decades 00180021 trump bailed out wall street but not main street 00210023 background music 00230030 this afternoon millions of americans will apply for unemployment
False,pence carson and azar all sat there while trump said if we stopped testing right now wed have very few cases if any those grownass men sat there and listened to that insanity with a straight face theyve grown too comfortable with trumps noose around their balls
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,corona virus claims a black belt chuck norris dead at 80 carlos ray chuck norris famous actor and fighter died yesterday afternoon at his home in northwood hills tx at the age of 80
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna hafmay 18 2020 now this is so much worse than hydroxychloroquine how many americans r going to take this vaccine
False,trump bailed out wall street but not main street this one is going to leave a mark
False,cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people neurologist masks impair oxygen intake
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,evidence is lacking that black cats in vietnam are being killed and consumed as a covid19 cure
False,well would ya look at that the cdc just confirmed a 02 deathrate for covid19 for that we have added nearly 6 trillion to national debt laidoff or furloughed 50 million workers placed 60 million on food stamps
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna va
False,donald trump stated on may 5 2020 in an interview on abc models projecting covid19 deaths are talking about without mitigation
False,unfortunately facebook has been removing the ad they are flagging it as false information because of the line trump bailed out wall street but not main street
False,anyone who wants to ask why did the state do that with covid patients in nursing homes its because the state followed president trumps cdc guidance so they should ask president trump he said
False,if we stopped testing right now wed have very few cases if any trump object permanence is a 9 month old developmental milestone that involves a babys understanding that when things disappear from view they dont cease to exist
False,any of you who took logic in college or better yet majored in philosophy what do you make of potuss statement today about the spike in covid cases if we stopped testing right now wed have very few cases if any
False,cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people neurologist masks impair oxygen intake
False,barack obama is the first expresident to ever speak against his successor smartnews
False,david icke bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna see more
False,cannabis may stop coronavirus from infecting people study finds
False,hydroxychloroquine cures this virus it just so happens this is the treatment used for radiation sickness
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,to say this quote is interesting is an understatement trump if we stopped testing right now wed have very few cases if any just take that to its logical conclusion
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna covid19
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,however cdc does recommend wearing face masks to protect others its not only about you
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,cannabis may stop coronavirus from infecting people study finds mainly due to the fact that it makes you want to stay indoors and take up carpentry
False,seriously hope this statement was a joke my 6 year old granddaughter is smarter than this trump on covid19 testing if we stopped testing right now wed have very few cases if any
False,you lie everything you say is a lie trump joe biden and the democrats want to prosecute americans for going to church but not for burning a church rated false by politifact via factstream
False,can you catch coronavirus in a swimming pool latest government advice
False,trump on coronavirus testing if we stopped testing right now wed have very few cases if any and if you stopped speaking you wouldnt sound like a moron
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,618 look if we didnt test all the cases that were reporting you wouldnt know about any of those cases in many ways it makes us look bad 615 if we stopped testing right now wed have very few cases if any
False,hydroxychloroquine cures this virus it just so happens this is the treatment used for radiation sickness
False,tom tiffany the newest wi congressman criticizes state leaders on twitter saying the state health secretary says dont go to hospitals or clinics now the tourism secretary says dont recreate thats not really what happened
False,cannabis may stop coronavirus from infecting people study finds
False,trump on coronavirus testing if we stopped testing right now wed have very few cases if any and if you stopped speaking you wouldnt sound like a moron
False,then your priorities are old stale and harmful cannabis may stop coronavirus from infecting people study finds this could be a gamechanger not only for returning to our precovid19 lives but for the global marijuana legalization movement too
False,vaccines are in direct violation of the nuremberg code a violation of article 6 of the unesco 2005 statement on bioethics and human rights article 6 section 1
False,corona virus claims a black belt chuck norris dead at 80 carlos ray chuck norris famous actor and fighter died yesterday afternoon at his home in northwood hills tx at the age of 80
False,looks like this one got mixed up says joe biden has written a letter of apology for calling trumps travel restrictions from china xenophobic biden did call travel bans xenophobic and racist but from 6 african countries not about china
False,zuckerberg is so misguided wrong yet he banned project lincolns antitrump ad for saying donald trump bailed out wall street but not main street because technically main street got some money
False,trump continues to boast weve tested more than every country combined perhaps but the more important number is what percentage of people have been tested 6551810 is the number tested as of 2 may and 328200000 is the us population for 2019 thats approximately 2
False,wearing masks for the coronavirus decreases oxygen intake increases toxin inhalation shuts down immune system increases virus risk scientifically inaccurate effectiveness not studied
False,if we stopped testing right now wed have very few cases if any what a fucking moron
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,can you catch coronavirus in swimming pools or sea water spain in rush to find out ahead of welcoming tourists back holocaustmemorialday mlk grenfelltower
False,if you dont test you dont have any cases said if we stopped testing right now wed have very few cases if any testing doesnt create the virus even without diagnostics covid19 would still pose a problem
False,trump on coronavirus testing if we stopped testing right now wed have very few cases if any yeah and if my grandma had wheels shed be a wagon
False,can you catch coronavirus in swimming pools or sea water spain in rush to find out ahead of welcoming tourists back
False,f that bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,as much as i love the ad it does include a false and a misleading claim trump bailed out wall street but not main street is falsepart of the cares act benefited small employers and it was supported by all congressional dems not just trump
False,sounds great but why is a health wellness pro wearing a mask cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,trump on coronavirus testing if we stopped testing right now wed have very few cases if any
False,sounds great but why is a health wellness pro wearing a mask cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people h
False,bonus cannabis may stop coronavirus from infecting people study finds
False,can you catch coronavirus in a swimming pooland does chlorine kill the virus h
False,love it but one question trump bailed out wall street but not main street would these antitrump republicans have bailed out main street i have my doubts
False,seems perfectly reasonable bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,if you dont test you dont have any cases presidenttrump said at a june 15 roundtable discussion if we stopped testing right now wed have very few cases if any we rate it pants on fire khn healthcheck
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna conspiracy theories before its news
False,if you dont test you dont have any cases trump said if we stopped testing right now wed have very few cases if any its a talking point the administration is emphasizing khn healthcheck
False,wha let the people toke tom gets real messy trying to get edibles into the lungs cannabis may stop coronavirus from infecting people study finds cannabis use and the lungs cannabis and coronavirus
False,if we stopped testing right now wed have very few cases if any an asshole
False,new evidence shows wearing face mask can help coronavirus enter the brain and pose more health risk warn expert science times this is a dangerous unverified theory that clearly overweighs the risk of a mask vs not wearing one disappointing
False,can you catch coronavirus in a swimming pooland does chlorine kill the virus heres what experts say
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,saw 2 teens riding bikes today with masks onthis is dangerous cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people
False,president trumps most withering attack on biden tonight joe biden and the democrats want to prosecute americans for going to church but not for burning a church they want to punish your thought but not violent crime
False,trump quote of the day if we stopped testing right now wed have very few cases if any
False,can you catch coronavirus in a swimming pooland does chlorine kill the virus heres what experts say
False,zuckerberg has done as much as anyone on earth to kill off professional journalism no trump lie is too vicious for his platform but hes willing to censor an adby republicansthat says trump bailed out wall street but not main street
False,if we stopped testing right now wed have very few cases if any does he think that testing causes covid19 or that with less testing we just wouldnt know the truth either way poses a serious problem to america
False,cannabis may stop coronavirus from infecting people study finds
False,washington the us intelligence community said thursday it had concluded that the novel coronavirus that has swept the globe originated in china but was not manmade or engineered coronavirus
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,says michigan gov gretchen whitmers family spent may 20 at her second home breaking her own stayathome orders smartnews
False,we want to be ready early for the next one because clearly the obama administration did not leave any kind of game plan for something like this said mcconnell we rate this pants on fire healthcheck
False,free horses 52 thoroughbred horses need homes will go to sugarcreek this sat for slaughter gentleman died due to covid19 and his son wants nothing to do with them free and papered friend of the deceased is trying to find homes 757 3374878 barnesville oh rt
False,the british government has not seen any evidence to suggest that the novel coronavirus that causes covid19 was manmade health secretary matt hancock has said
False,donald trump and his fake af maga2020 stated on may 3 2020 in a fox news virtual town hall says joebiden has written a letter of apology for calling trumps travel restrictions from china xenophobic false trumplie impotus45
False,facebook is blocking the lincoln projects mourning in america ad they cite a politifact report that the statement trump bailed out wall street but not main street is not totally correct
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,trump bailed out wall street but not main street
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,cannabis may stop coronavirus from infecting people study finds a new study from canada suggests that cannabis extracts containing thc and cbd could prevent the novel coronavirus from infecting human cells cannabis
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,can you catch coronavirus in a swimming pool latest government advice
False,donald trump bailed out wall street but not main street america is weaker sicker and poorer can we take 4 more years of trump mourning in america youtube
False,children dont seem to be getting this virus covid19 staysafe
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,us intelligence officials agree with the wide scientific consensus that the novel coronavirus was not manmade or genetically modified the white houses top intelligence agency said thursday
False,liar mitch mcconnell said clearly the obama administration did not leave any kind of game plan for something like this only a 69page detailed game plan what a disgusting little man
False,sadly not joking they claimed it was because of the trump bailed out wall street but not main street comment
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,yourauntiemame bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna dc dirty laundry
False,fact check doctors are not encouraged by hospitals and ama to overcount covid19 deaths lead stories via
False,mr representative can we please inform that the cdc does not recommend the wearing of masks by healthy adults its hard enough to breathe in our beautiful states heat much harder when having to wear completely useless masks
False,saying that trump bailed out wall street but not main street got this video demoted on facebook
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna hafmay 18 2020 now this is so much worse than hydroxychloroquine how many americans r going to take this vaccine
False,cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people
False,covid19 qa of the day can mosquitoes or ticks spread the virus that causes covid19 at this time cdc has no data to suggest that this new coronavirus or other similar coronaviruses are spread by mosquitoes or ticks the main way that covid19 spreads is from person to person
False,trump on coronavirus testing if we stopped testing right now wed have very few cases if any
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna hafmay 18 2020 why would anyone take it
False,if you look at the one hydroxychloroquine survey the only bad survey they were giving it to people that were in very bad shape they were very old almost deadshameful
False,people this is your last wakeup call bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna still want a vaccin
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,trump on coronavirus testing if we stopped testing right now wed have very few cases if any via
False,thats not fair he only said name one lets start with something from this year so he doesnt have to go back too far how about joe biden and the democrats want to prosecute americans for going to church but not for burning a church
False,what in the world could possibly go wrong bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna may 15 2020 if he thinks this vaccine is th that good he should vaccinate himself his family and friends first we dont want it
False,cannabis may stop coronavirus from infecting people study finds
False,vaccines are in direct violation of the nuremberg code a violation of article 6 of the unesco 2005 statement on bioethics and human rights article 6 section 1
False,if we stopped testing right now wed have very few cases if any but we do trump said in remarks that recalled his initial denial that the coronavirus would be a threat to the united states early in the year until it was too late fucking idiot murderer
False,cannabis may stop coronavirus from infecting people study finds this could be a gamechanger not only for returning to our precovid19 lives but for the global marijuana legalization movement too
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,trump bailed out wall street but not main street a particularly harrowing part of this video
False,if we eliminated the presidency we would not have a president come to think of it we dont have one now anyway trump on coronavirus testing if we stopped testing right now wed have very few cases if any via
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna can i get a few superpowers with my vaccine id like flight telekinesis and rapid regeneration oh and invisibility if youve got that as well
False,you said this if you dont test you dont have any cases trump said at a june 15 roundtable discussion at the white house if we stopped testing right now wed have very few cases if any
False,facebook posts anthony fauci was on the clinton foundation board for 20 years and currently serves on gates foundation rated false by politifact via factstream
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna sgt report
False,the fuck i will take this vaccine bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,cannabis may stop coronavirus from infecting people study finds
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna stillness in the storm
False,is this of the same mind set of the president who said if we stopped testing right now wed have very few cases if any its so ridiculous theres no proof of more testing in fact heres an article stating the exact opposite
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna oh delightful hows he gonna spin this dna altering
False,in january 2020 fbi director christopher wray said the bureau had illegally wiretapped donald trump and apologized for it false 1122020 the mainstream media pretended there was a deadly surge in covid cases thanks to wisconsinites voting pants on fire 5122020
False,cdc does not recommend healthy wear mask surgeongeneral masks not useful drfauci we should not be wearing masks masks can kill some people neurologist masks impair oxygen intake
False,i think ill pass bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,worrying about illegal immigrants getting paychecks when lying con man trump bailed out wall street but not main street this fool remain quiet crooks like donald trump are the ones hoarding the money and hurting the economy not illegal immigrants you fool
False,trump flat out lied weve tested more than every country combined chk worldometer tests per million population at least 30 countries have tested more of their pop than us has
False,covid19 if you dont test you dont have any cases if we stopped testing right now wed have very few cases if any quote donaldtrump
False,we are way ahead on testing we are the best in the world on testing weve tested much more than anybody else times two or every country combined weve tested more than every country combined remember this 2 days ago
False,weve tested more than every country combined
False,cuomo anyone who wants to ask why did the state do that with covid patients in nursing homes its because the state followed president trumps cdc guidance so they should ask president trump once again its trumps incompetence usa deathpresident
False,if we stopped testing right now wed have very few cases if any donald j trump do yall remember when george w bush was the dumbest president we ever had yallspresidentaintshit trumisadumbass
False,by our friend pete stone forced vaccines are in direct violation of the nuremberg code 1947 forced coerced and mandated vaccination are in direct violation of these principles and are a violation of article 6 of
False,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna via
False,the mainstream media pretended there was a deadly surge in covid cases thanks to wisconsinites voting smartnews
False,contrary to claims in viral social media posts the novel coronavirus was not manmade nor patented before outbreak health feedback via
False,cannabis may stop coronavirus from infecting people study finds
